OLD NAME,"NEW NAME (""NA"" to Delete)",COMMENT
CORREIA M F SA,SCHOPENHAUER A,"checked paper, cites schopenhauer"
SCHOPENHANUER A,SCHOPENHAUER A,
SCHOPENHAUER,SCHOPENHAUER A,
SCHOPENHAUER SA,SCHOPENHAUER A,
SOPENHAUER ARTUR,SCHOPENHAUER A,
SCHRAG,SCHRAG C,
SCHUHMAN K,SCHUHMANN K,
SCHUHMAN KARL,SCHUHMANN K,
SCHUHMANN R,SCHUHMANN K,
SCHUMANN K,SCHUHMANN K,
SCHUMANN KARL,SCHUHMANN K,
SCHUMMAN K,SCHUHMANN K,
SCHUETZ A,SCHUTZ A,
SCHUETZ ALFRED,SCHUTZ A,
SCHUTZ,SCHUTZ A,
ALFRED S,SCHÜTZ A,
JOHN R SEARLE,SEARLE J,
SEARLE,SEARLE J,
SEIGFRIED,SEIGFRIED C,
SEIGFRIED CHARLENE HADDOCK,SEIGFRIED C,
SEIGFRIED H,SEIGFRIED C,
SEXTUS,SEXTUS E,
EMPIRICUS SEXTUS,SEXTUS EMPIRICUS,
SHAWS SARAH,SHAW S,
SHEEHAM T,SHEEHAN T,
SHEEHANN T,SHEEHAN T,
SHEETJOHNSTONE M,SHEETSJOHNSTONE M,
SHEETS JOHNSTONE M,SHEETSJOHNSTONE M,
SHEETS-JOHNSTONE M,SHEETSJOHNSTONE M,
SHEETSJOHNSON MARLENE,SHEETSJOHNSTONE M,
SHEETSJOHNSTON M,SHEETSJOHNSTONE M,
SHEETSJOHNSTONE M,SHEETSJOHNSTONE M,
SHEETSJOHNSTONE MAXINE,SHEETSJOHNSTONE M,
SHEETSJOHSNTONE M,SHEETSJOHNSTONE M,
SHEETSJOHSTONE M,SHEETSJOHNSTONE M,
SHEETSJOHSTONE M S,SHEETSJOHNSTONE M,
ANNEMARI SHIMMEL,SHIMMEL A,
SHKLOVSKII,SHKLOVSKII V,
SHOCKEY R MATTHEW,SHOCKEY M,
SHOCKEY RM,SHOCKEY M,
SHOEMAKER,SHOEMAKER S,
AFONSKIY MONAKH SIMEON,SIMEON A,
SIMMEL,SIMMEL G,
SINNOTT-ARMSTRONG W,SINNOTTARMSTRONG W,
SINNOTTARMSTRONW,SINNOTTARMSTRONG W,
JAN SLABY,SLABY J,
ARGUABLY SLOTERDIJK,SLOTERDIJK P,
SLTERDIJK P,SLOTERDIJK P,
SMITH D W,SMITH DW,
SMITH D WOODRUFF,SMITH DW,
SMITH DAVID W,SMITH DW,
SMITH DAVID WOODRUFF,SMITH DW,
SMITH DW,SMITH DW,
WOODRUFF SMITH D,SMITH DW,
SOKOLOWSKI,SOKOLOWSKI R,
SOFOCLES,SOPHOCLES,
SPRENGLER O,SPENGLER O,
SPIEGELBERG,SPIEGELBERG H,
SPIEGELBH,SPIEGELBERG H,
SPIELBERG H,SPIEGELBERG H,
SPIELGELBERG H,SPIEGELBERG H,
DE SPINOZA BARUH,SPINOZA B,
SPINOZA,SPINOZA B,
ICHSTORUNG SPITZER M,SPRITZER M,
EDITH STEIN,STEIN E,
ERNILDO STEIN,STEIN E,
DAVID FSTRAUSS,STRAUSS D,
IPMUC,STRAWSON G,citation of a seminar by galen strawson
STUMPF,STUMPF C,
STUMPFS C,STUMPF C,
GIRARD ANNEHELENE SUAREZ,SUAREZ A,
ASSULAMI,SULAMI,
ANDO T,TADAO A,
ANDO TADAO,TADAO A,
TAINE,TAINE H,
JACQUES TAMINIAUX,TAMINIAUX J,
JUNICHIRO TANIZAKI,TANIZAKI J,
TILIH PAUL,TILLICH P,
TODE S,TODES S,
TOLSTOI L,TOLSTOY L,
TOLSTOI LEON,TOLSTOY L,
LOUVERTURE TOUSSAINT,TOUSSANT LOUVERTURE,
ARNEL TREVENA JUDY,TREVENA A,
TUGENDHADT E,TUGENDHAT E,
TUGENDHAT,TUGENDHAT E,
TUGENDHAT V ERNST,TUGENDHAT E,
TWARDOWSKI,TWARDOWSKI K,
TYE,TYE M,
MICHAEL TYE,TYE M,
TYMENIECKA,TYMIENIECKA A,
TYMIENIECKA,TYMIENIECKA A,
DE UNAMUNO MIGUEL,UNAMUNO M,
VALENZUELA-MOGUILLANSKY C,VALENZUELAMOGUILLANSKY C,
VALENZUELA MOGUILLANSKY CAMILA,VALENZUELAMOGUILLANSKY C,
VALLEGA-NEU D,VALLEGANEU D,
BREDA HLV,VANBREDA H,
BREDA L,VANBREDA H,
BREDA VAN HL,VANBREDA H,
BUREN JOHN VAN,VANBUREN J,
BERG JH VAN DEN,VANDENBERG J,
DEYK T A VAN,VANDEYK T,
GULICK R VAN,VANGULICK R,
GULICK VAN,VANGULICK R,
KERCKHOVEN G VAN,VANKERCKHOVEN G,
VARGA,VARGA P,
BEJARANO J C VARGAS,VARGASBEJARANO J,
BEJARANO JULIO VARGAS,VARGASBEJARANO J,
FERRAN I,VENDRELLFERRAN I,
FERRAN I VENDRELL,VENDRELLFERRAN I,
FERRAN INGRID VENDRELL,VENDRELLFERRAN I,
VERF,VERF V,
F VOLPI,VOLPI F,
BAADER FRANZ VON,VONBAADER F,
BALTHASAR,VONBALTHASAR H,
BALTHASAR HANS URS VON,VONBALTHASAR H,
BALTHASAR HUV,VONBALTHASAR H,
BERG VON N,VONBERG N,
BORODAJKEWYCS T VON,VONBORODAJKEWYCS T,
ENGELHARDT DIETRICH VON,VONENGELHARDT D,
FRITZ K VON,VONFRITZ K,
HERRMANN F W,VONHERRMANN F,
HERRMANN F W VON,VONHERRMANN F,
HERRMANN FRIEDRICH WILHELM VON,VONHERRMANN F,
HERRMANN FRIEDRICHWILHELM VON,VONHERRMANN F,
HERRMANN FVVON,VONHERRMANN F,
HERRMANN FW,VONHERRMANN F,
HERRMANN FW V,VONHERRMANN F,
HERRMANN FW VON,VONHERRMANN F,
HERRMANN FWV,VONHERRMANN F,
KHERRMANN F V,VONHERRMANN F,
VON HERMANN F W,VONHERRMANN F,
VON HERMANN FRIEDRICHWILHEM,VONHERRMANN F,
VON HERMANN FW,VONHERRMANN F,
VON HERRMANN F W,VONHERRMANN F,
VON HERRMANN FRIEDRICH WILHELM,VONHERRMANN F,
VON HERRMANN FRIEDRICHWILHELM,VONHERRMANN F,
VON HERRMANN FW,VONHERRMANN F,
VON HILDEBRAND D,VONHILDEBRAND D,
VON HILDEBRAND DIETFUCII,VONHILDEBRAND D,
VON HILDEBRAND DIETIUCH,VONHILDEBRAND D,
VON HILDEBRAND DIETRICH,VONHILDEBRAND D,
VON HILDEBRAND DIETRIUCH,VONHILDEBRAND D,
HOFMANNSTHAL H,VONHOFMANNSTHAL H,
HOFMANNSTHAL H VON,VONHOFMANNSTHAL H,
VON HOFMANNSTHAL HUGO,VONHOFMANNSTHAL H,
HUMBOLDT W,VONHUMBOLDT W,
VON HUMBOLDT W,VONHUMBOLDT W,
VONHUMBOLT V,VONHUMBOLDT W,
VYGOTSKIY LEV S,VYGOTSKY L,
MICHAEL WALZER,WALZER M,
CRAIG WATKINS SAMUEL,WATKINS S,
VITGENSHTEIN L,WITTGENSTEIN L,
VITGENSHTEYN L,WITTGENSTEIN L,
VITGENSTEINAS L,WITTGENSTEIN L,
WITGENSTEIN LUDWIG,WITTGENSTEIN L,
WITTGENSTEIN,WITTGENSTEIN L,
LUDWIG WD,WITTGENSTEIN L,
LUDWIG WITTGENSTEIN,WITTGENSTEIN L,
CARL WOLFGANG,WOLFGANG C,
ALLAN WOLTER OFM,WOLTER A,
WORDSWORTH,WORDSWORTH W,
WUNDT,WUNDT W,
WUNDT M,WUNDT W,
CODE CY JOANETTE,YVES J,
DAN ZAHAVI,ZAHAVI D,
DANZAHAVI,ZAHAVI D,
ZAHAVI,ZAHAVI D,
ZAHAVI CF D,ZAHAVI D,
ZAHLAVI D,ZAHAVI D,
ZEHAVI D,ZAHAVI D,
CALVO J M ZAMORA,ZAMORACALVO J,
ZIRMUNSKIJ V,ZHIRMUNSKY V,
ZIRMUNSKIS V,ZHIRMUNSKY V,
ZIMMERMAN M J,ZIMMERMAN MJ,
ZIRION A,ZIRION AQ,
ZIRION ANTONIO,ZIRION AQ,
ZIRION AQ,ZIRION AQ,
ZIRION Q,ZIRION AQ,
ZIRION QUIJANO A,ZIRION AQ,
ZIEK S,ZIZEK S,
ZIEK SLAVOJ,ZIZEK S,
ZIZEK SLAVOJ,ZIZEK S,
ZIZEK V SLAVOJ,ZIZEK S,
CASTRO DE ZUBIRI C,ZUBIRI X,
